Locus	Assay	Chrom	Genetic Position	Contig	Yacs
D3Mit248	MTAR4100	Chr3	38.3 F	WC3.31	181_A_7 312_G_7 321_G_11 414_C_12 419_G_11 447_H_8 455_A_8 459_E_5
D3Mit266	MT2822	Chr3	38.3 F	WC3.31	134_C_5 141_A_1 169_B_11 358_D_2 389_F_2 395_A_7 409_E_8
D3Mit158	MT1325	Chr3	39.3 F	WC3.32	117_C_9 152_E_7 183_C_11 309_C_12 352_D_1 385_D_11 387_H_8 463_F_6
D3Mit56	B713	Chr3	39.3 F	WC3.32	117_C_9 187_E_11 389_A_4
D3Mit105	MPC2544	Chr3	39.3 F	WC3.32	116_E_1 187_E_11 214_G_6 389_A_4
D3Mit104.3		Chr3	39.3 F	WC3.32	159_B_4 214_G_6 282_H_8 283_D_3 349_B_7 378_B_10 403_A_3
D3Mit286	MTH348	Chr3	39.3 F	WC3.32	117_C_9 389_A_4 416_F_7 463_F_6
D3Mit285	MT5004	Chr3	39.3 F	WC3.32	159_E_12 214_G_6 282_H_8 316_G_10 349_B_7 389_A_4 417_A_7
D3Mit39	A869	Chr3	39.3 F	WC3.32	117_C_9 389_A_4 416_F_7 463_F_6
D3Mit249	MT3808	Chr3	40.4 F	WC3.34	168_A_4 214_A_10 214_B_12 328_B_12 346_G_3 350_G_7 444_B_4 444_B_6 444_B_8
D3Mit346	MTH1822	Chr3	40.4 P	WC3.34	139_H_1 87_H_3
D3Mit124	MT205	Chr3	40.4 F	WC3.36	183_A_3 304_C_9 332_C_6
D3Mit106	MPC1846	Chr3	40.4 F	WC3.35	135_F_1 151_F_3 326_H_4 382_E_1 440_F_7 87_D_11
D3Mit78	MPC1705	Chr3	40.4 P	WC3.35	119_F_7 133_G_1 160_H_11 215_E_11 384_B_9 417_E_11 437_E_10
D3Mit79	MPC110	Chr3	40.4 F	WC3.33	136_A_11 148_D_2 150_E_3 183_A_1 256_G_9 279_G_1 293_H_12 322_A_11 357_F_4 357_F_6 360_B_6
D3Mit315	MTH951	Chr3	40.4 F	WC3.34	141_B_11 239_F_11 285_E_8 306_D_1 306_H_1 316_G_6 458_B_8 87_H_3
D3Mit57	B493	Chr3	40.4 F	WC3.34	159_E_10 239_F_11 285_E_8 306_D_3 87_H_3
D3Mit300	MTH704	Chr3	40.4 F	WC3.34	169_D_7 214_B_12 328_B_12
D3Mit314	MTH1379	Chr3	40.4 P	WC3.34	139_A_8 160_A_9 168_A_4 255_G_5 328_B_12 346_G_3 348_G_2 350_G_7 358_D_5 377_G_12
D3Mit144	MT1203	Chr3	40.4 P	WC3.36	125_D_7 127_B_4 139_B_9 304_C_9 332_C_6
D3Mit250	MT3958	Chr3	40.4 P	WC3.34	119_B_10 131_H_10 430_H_7 433_C_1
D3Mit299.1		Chr3	40.4 F	WC3.34	119_B_10 131_H_10 430_H_7 433_C_1 453_F_11 453_G_9
D3Mit123	MT269	Chr3	40.4 P		183_C_11 217_E_9 311_E_9 405_B_3 434_G_3 459_A_12
D3Mit287	MT5044	Chr3	40.4 F	WC3.36	298_F_12 332_C_5 332_C_6 377_G_2
D3Mit251	MT3430	Chr3	41.5 F	WC3.38	140_H_7 331_B_8 444_G_3
D3Mit108.1		Chr3	41.5 F	WC3.37	286_B_8 424_H_3 425_G_3 448_H_3
D3Mit288	MTH377	Chr3	41.5 F		274_D_11
D3Mit318	MTH919	Chr3	41.5 F	WC3.39	183_D_6 218_F_11 239_B_4
D3Mit347	MTH2491	Chr3	41.5 F	WC3.40	119_F_2 438_H_7 88_E_3
D3Mit216	MT3201	Chr3	41.5 P	WC3.39	144_B_9 218_F_11 239_B_4
D3Mit317	MTH2037	Chr3	41.5 P	WC3.40	119_F_2 151_B_9 168_B_5 178_E_10 178_F_1 418_G_8 419_A_10 460_D_12 88_E_3
D3Mit80	MPC1036	Chr3	41.5 F	WC3.40	281_H_5
D3Mit252	MT3856	Chr3	41.5 F	WC3.39	160_F_3 217_A_11 217_C_4 217_E_3 218_F_11
D3Mit43	B391	Chr3	41.5 F		170_E_5 288_E_2
D3Mit145	MT537	Chr3	42.6 P	WC3.41	121_C_6 153_B_4 178_D_6 181_B_5 300_B_10 390_A_8 390_C_1 406_G_4 408_F_10
D3Mit289.1		Chr3	42.6 P	WC3.41	121_C_6 153_B_4 178_D_6 181_B_5 300_B_10 390_A_8 390_C_1 406_G_4 408_F_10
D3Mit348	MTH2237	Chr3	42.6 P	WC3.41	199_D_5 285_B_5 288_F_3 341_A_8 341_D_12 343_B_2 384_A_1 433_C_1
D3Mit13	L37	Chr3	42.6 F	WC3.41	110_G_7 118_B_3 119_F_12 124_D_9 150_H_9 156_G_5 447_G_2 459_A_8
D3Mit253	MT4175	Chr3	42.6 P	WC3.41	136_F_2 178_C_3 282_C_12 285_B_5 320_F_9 343_B_2 388_G_7 408_H_12 419_G_1
D3Mit319	MTH1620	Chr3	42.6 P	WC3.41	121_C_6 151_F_9 153_B_4 288_G_6 345_E_7 346_G_12 351_H_3 389_E_11 390_A_8 390_C_1 403_F_9 465_D_12
D3Mit159	MT963	Chr3	42.6 P	WC3.41	170_F_12 380_F_1 452_F_6 457_C_8
D3Mit217	MT2121	Chr3	43.7 F		134_E_5 199_H_7 390_G_5 402_A_5 410_F_3 410_G_3 439_E_11
D3Mit82	MPC273	Chr3	44.8 F	WC3.42	120_C_2 131_E_6 148_E_1 153_A_5 170_A_5 199_H_11 282_D_10 406_E_10 433_A_12 439_F_4
D3Mit110	MPC1708	Chr3	44.8 F	WC3.42	120_C_2 131_E_6 153_A_5 164_G_11 282_D_10 437_F_5 439_D_7 450_D_2 459_D_1
D3Mit290	MT5164	Chr3	44.8 F	WC3.42	131_E_6 170_A_5 282_D_10 393_D_3 450_D_2
D3Mit111	MPC2470	Chr3	45.9 P	WC3.44	166_C_5 282_B_1 321_D_9 397_F_5 455_B_7 457_A_3
D3Mit255	MMH247	Chr3	45.9 F	WC3.43	120_G_2 122_E_12 169_B_1 184_B_6 187_H_7 308_C_4 348_D_11 348_E_7 418_B_6 419_A_8 444_E_5 451_B_8 460_F_5 464_F_12
D3Mit16	M159	Chr3	45.9 F	WC3.43	163_C_4 464_F_12
D3Mit193	MT2714	Chr3	45.9 P	WC3.44	149_C_3 160_G_4 166_C_5 282_B_1 330_H_10 397_F_5 418_B_10
D3Mit125	MT861	Chr3	45.9 P	WC3.43	120_G_2 163_C_4 348_E_7 464_F_12
D3Mit291	MT4565	Chr3	45.9 F	WC3.43	122_E_12 169_B_1 184_B_6 187_H_7 376_H_7 419_A_8 419_B_5 451_B_8 460_F_5
D3Mit256	MT4341	Chr3	45.9 F	WC3.43	122_E_12 183_B_3 184_B_6 187_H_7 376_H_7 419_A_8 451_B_8 460_F_5
D3Mit350	MTH1765	Chr3	45.9 F	WC3.44	149_C_3 160_G_4 160_H_5 166_C_5 282_B_1 330_H_10 397_F_5
D3Mit194	MT1780	Chr3	47.0 P	WC3.44	120_G_9 126_B_7 153_A_1 156_E_5 163_B_4 300_E_9 304_A_9 357_B_4 457_A_3
D3Mit195.2		Chr3	47.0 F	WC3.45	149_B_9 416_E_8 455_D_8
D3Mit146	MTH123	Chr3	48.1 P	WC3.43	120_G_2 163_C_4 184_B_6 308_C_4 348_E_7 418_B_6 444_E_5 464_F_12
D3Mit196	MT1421	Chr3	48.1 F	WC3.45	292_A_9 333_G_9 418_H_9 454_G_1 459_C_1
D3Mit351	MTH3033	Chr3	48.1 F	WC3.44	120_A_4 122_D_8 156_E_5 300_E_9
D3Mit257	MT3998	Chr3	49.2 F	WC3.45	113_A_3 139_B_2 403_C_11
D3Mit38	A674	Chr3	49.2 F	WC3.45	124_D_5 139_B_2 239_H_2 403_C_11 462_A_7
D3Mit258	MT4372	Chr3	49.2 F	WC3.45	124_D_5 156_A_5 156_E_7 185_E_1 239_H_2 313_H_12 333_E_10 333_F_4 393_A_10
D3Mit160.2		Chr3	49.2 F	WC3.45	292_A_9 350_A_8 362_F_7 418_H_9 454_G_1
D3Mit127	MT177	Chr3	49.2 F	WC3.45	124_D_5 137_E_4 139_B_2 239_H_2 333_E_10 333_F_4 359_H_7 381_E_9 402_H_1 409_D_5 426_B_4 457_D_10 459_G_4 462_A_7
D3Mit198	MT1488	Chr3	50.3 F	WC3.45	118_G_3 124_D_5 140_F_3 170_D_5 312_F_12 332_D_7 380_G_2 445_E_9
D3Mit259.1		Chr3	50.3 P	WC3.45	125_G_8 162_E_6 224_A_7 433_H_7
D3Mit197	MT1390	Chr3	50.3 F	WC3.45	127_F_1 171_H_7 312_F_12 322_H_9 441_E_6 445_E_9
D3Mit320	MTH904	Chr3	50.3 P	WC3.45	118_G_3 124_D_5 140_F_3 170_D_5 281_B_9 312_F_12 380_G_2 393_A_10 456_H_3
D3Mit17	M235	Chr3	50.3 P	WC3.45	118_G_3 124_D_5 131_A_1 170_D_5 312_F_12 380_G_2 393_A_10
D3Mit84	MPC366	Chr3	50.3 P	WC3.45	121_D_3 170_D_5 170_D_6 281_F_10 312_C_5 312_F_12 335_F_11 380_G_2 393_A_10 457_H_12
D3Mit113.2		Chr3	51.4 F	WC3.45	163_D_6 179_A_12 278_G_12 281_B_5 331_D_4 332_B_1 402_C_4 402_D_5 418_D_1 428_D_7 448_F_5
D3Mit260	MT3966	Chr3	51.4 P	WC3.45	125_G_8 129_C_9 158_C_6 179_A_12 203_F_12 224_A_7 325_C_10 332_B_1 460_F_9
D3Mit292	MJ4752	Chr3	51.4 F	WC3.45	125_G_8 163_D_6 224_A_7 351_D_10 351_E_10
D3Mit261	MT3963	Chr3	54.6 F	WC3.47	356_H_12
D3Mit321	MTH893	Chr3	54.6 F	WC3.47	134_B_12 169_C_9 178_B_7 379_E_8 397_E_12 409_C_11 458_D_8
D3Mit199	MT2240	Chr3	54.6 P	WC3.46	159_A_7 162_B_10 286_C_4 385_F_9 452_A_4
D3Mit86	MPC1122	Chr3	54.6 F	WC3.47	300_A_12 356_H_12 384_G_1 435_B_2 446_F_10
D3Mit31	A629	Chr3	54.6 F	WC3.47	120_D_1 134_B_12 152_F_9 179_H_1 184_C_10 286_H_5 300_A_12 380_G_3 409_C_11 444_A_6 444_B_5 458_D_8 459_C_2
D3Mit200	MT2414	Chr3	55.7 P	WC3.47	169_C_9 178_B_7 379_E_8 397_E_12 409_C_11 458_D_8
D3Mit44	B439	Chr3	57.9 F	WC3.47	169_C_9 178_B_7 379_E_8 397_E_12 409_C_11
D3Mit45	B410	Chr3	57.9 F	WC3.47	169_C_9 178_B_7 379_E_8 397_E_12 409_C_11
D3Mit147	MT1018	Chr3	59.0 F	WC3.47	144_C_11 178_B_7 320_F_2 330_E_11 410_H_4 437_G_6
D3Mit293	MJ5207	Chr3	59.0 P	WC3.47	144_C_11 181_A_12 440_C_1
D3Mit32	B128	Chr3	60.1 F	WC3.47	138_F_8 181_A_12 185_G_4 410_A_10 410_C_5 449_H_9
D3Mit148	MTH129	Chr3	60.1 P	WC3.47	330_E_11
D3Mit322	MTH1163	Chr3	63.4 F	WC3.47	123_H_11 184_D_1 193_E_3 214_E_6 378_C_3 406_B_7 414_F_10
D3Mit302	MTH765	Chr3	63.4 F	WC3.47	117_C_4 199_F_5 214_E_6 397_C_9 414_F_10 420_E_11
D3Mit114	MPC1184	Chr3	63.4 F	WC3.47	117_C_4 214_E_6 397_C_9 414_F_10 420_E_11
D3Mit263	MT2196	Chr3	63.4 P	WC3.47	128_E_7 138_F_8 287_C_6 311_G_3
D3Mit352	MTH3107	Chr3	63.4 P		198_E_2
D3Mit234	MT3277	Chr3	63.4 P	WC3.47	138_F_8 203_B_5 380_A_12 423_C_3 425_D_12 428_C_3 461_D_10
D3Mit294	MT4882	Chr3	63.4 F	WC3.47	117_C_4 214_E_6 397_C_9 414_F_10 420_E_11
D3Mit219	MT2140	Chr3	64.5 F	WC3.47	138_F_8 203_B_5 380_A_12 423_C_3 425_D_12 428_C_3 461_D_10
D3Mit116	MPC2319	Chr3	64.5 P	WC3.47	311_G_3 362_G_6
D3Mit88	MPC278	Chr3	64.5 F	WC3.47	117_C_4 166_B_4 180_G_1 343_C_5 387_B_2 397_C_9 417_A_5
D3Mit303.2		Chr3	64.5 F	WC3.48	150_A_9 172_C_7 177_H_7 255_A_11 330_D_9 464_B_6
D3Mit58	B527	Chr3	64.5 F	WC3.47	166_B_4 180_G_1 306_H_5 307_A_6 311_G_3 387_B_2 406_C_12
D3Mit129	MT567	Chr3	64.5 F	WC3.48	135_E_10 172_C_7 177_G_8 177_H_7 188_D_11 255_A_11 282_E_2 299_D_9 330_D_9 382_G_3 409_G_7 464_B_6
D3Mit201	MT2250	Chr3	64.5 F	WC3.48	135_E_10 177_G_8 188_D_11 255_A_11 282_E_2 330_D_9 464_B_6
D3Mit115	MPC2229	Chr3	64.5 F	WC3.47	138_F_8 203_B_5 380_A_12 423_C_3 425_D_12 428_C_3 461_D_10
D3Mit323.1		Chr3	64.5 P	WC3.47	123_H_11 160_H_6 184_D_1 306_B_9 326_G_4 378_C_3 403_G_9 406_B_7 417_C_12
D3Mit89	MPC988	Chr3	65.6 P		122_B_9 132_D_12 158_F_6 177_G_8 420_G_2 450_E_7 456_D_12
D4Mit286.1		Chr4		WC4.13	137_E_3 177_A_2 278_F_10 282_D_2 386_B_8 410_A_8
D4Mit17.1		Chr4		WC4.20	138_A_5 144_D_12 151_A_11 167_B_10 184_A_5 188_D_1 304_B_9 304_C_8 464_E_3
D4Mit321.2		Chr4			356_G_2
D4Mit142.2		Chr4		WC4.24	159_A_11 309_B_10 443_E_4
D4Mit24.2		Chr4		WC4.13	132_C_10 139_A_3 213_D_4 348_A_12 377_D_9 382_E_4 416_G_3 419_G_4 424_H_4 427_H_1 431_A_12 431_C_4 433_C_4 433_D_12
D4Mit78.2		Chr4		WC4.46	138_H_12 144_B_6 285_C_3 308_F_4
D4Mit327.2		Chr4		WC4.30	121_D_11 403_B_7 88_F_6
D4Mit235.1		Chr4		WC4.54	120_G_2 330_E_4 330_H_7 350_H_8
D4Mit17.2		Chr4		WC4.20	138_A_5 144_D_12 151_A_11 167_B_10 184_A_5 304_B_9 304_C_8
D4Mit232.1		Chr4		WC4.51	291_C_5 395_H_4 429_A_3
D4Mit177.2		Chr4		WC4.19	122_D_8 134_A_8 137_H_10 149_E_10 161_A_10 288_C_8 288_D_12 290_A_8 297_F_6 300_H_1 311_F_5 312_G_11 362_A_8 362_C_5 382_A_8 382_A_9 408_F_4 419_A_11 421_H_12 441_B_6 442_F_3 451_F_6 459_A_4
D4Mit345.1		Chr4		WC4.6	118_B_2 152_H_3 177_A_6 179_H_9 408_H_8 417_A_9 431_C_4
D4Mit45.1		Chr4		WC4.30	317_F_2 342_B_1 403_B_7 421_C_4
D4Mit203.2		Chr4		WC4.46	172_B_9 290_E_4 384_G_2
D4Mit350.2		Chr4		WC4.31	114_C_6 114_E_5 138_F_5 144_A_10 165_G_2 188_A_5 198_A_5 278_F_9 395_A_4 405_E_7 425_C_9 426_D_7
D4Mit105.1		Chr4		WC4.8	125_A_12 149_E_2 362_E_12 380_F_1 380_F_2 385_C_1 390_E_10 398_E_3 414_D_12 414_E_11 455_C_12 463_E_9 464_B_12
D4Mit166.2		Chr4		WC4.31	185_G_11 391_H_7 426_D_7
D4Mit5.3		Chr4		WC4.13	123_F_10 124_D_3 168_H_6 287_F_3 300_B_9 395_D_4 433_E_3
D4Mit355.1		Chr4		WC4.51	362_D_10 362_H_6 446_E_6 448_F_7
D4Mit265.1		Chr4		WC4.24	335_E_5 342_F_2 348_C_7 433_C_12
D4Mit339.2		Chr4		WC4.47	118_H_3 188_H_4 300_A_7 317_F_8 333_F_4 398_C_6
D4Mit315	MTH1706	Chr4	2.2 P	WC4.0	117_H_9 120_C_11 378_A_12 446_G_2 451_B_8 451_D_3
D4Mit103	MMH120	Chr4	2.2 F	WC4.0	132_F_3 286_D_8 307_A_7 391_A_10 420_A_11 446_F_3
D4Mit316	MTH2353	Chr4	2.2 F	WC4.0	110_B_12 144_H_2 304_C_2 326_G_10 382_E_6 382_H_10 391_A_10 411_H_4 418_B_10 425_F_1 426_D_2 464_H_7
D4Mit104.1		Chr4	3.3 F		120_G_2 330_E_4 330_H_7 388_C_12
D4Mit181	MT1538	Chr4	4.4 P		286_A_9 292_D_1 330_C_3 330_G_11 330_H_3 376_B_9
D4Mit101	MPC431	Chr4	5.5 P	WC4.1	122_G_10 124_E_11 147_C_11 148_G_2 273_G_7 286_H_11 308_A_2 317_G_5 319_F_6 349_C_12 349_D_12 463_A_6 465_G_7
D4Mit227	MT3468	Chr4	5.5 P	WC4.1	124_E_11 148_G_2 163_B_4 273_G_7 312_H_4 322_A_9 330_H_11 410_H_7 435_H_6 463_A_6
D4Mit263	MT5124	Chr4	5.5 P	WC4.1	122_G_10 147_C_11 160_H_2 163_B_4 165_D_7 165_E_7 200_C_8 308_A_2 435_H_6 465_G_12
D4Mit292	MTH1989	Chr4	6.6 P		187_H_5 411_E_12 418_G_5 425_H_9
D4Mit260	MT4522	Chr4	8.7 P	WC4.4	132_D_8 132_E_9-f 193_C_5 307_C_7 323_C_2 324_C_2 378_H_8 381_A_8 388_E_12 389_E_1 409_E_8 439_B_3
D4Mit100	MPC319	Chr4	8.7 P	WC4.2	149_H_11 198_E_7 398_E_1 421_F_7 421_H_5 440_F_5
D4Mit99	MPC1513	Chr4	8.7 P		148_H_6 159_D_2 170_D_2 281_G_12 357_B_12 357_B_2
D4Mit1	A73	Chr4	8.7 P	WC4.3	308_H_3 329_F_7 387_A_4 463_A_11
D4Mit18	A749	Chr4	8.7 P	WC4.2	183_C_7 187_C_2 198_E_7 282_D_9 440_F_5 444_H_3
D4Mit19	A1129	Chr4	8.7 P	WC4.5	134_G_9 138_D_7 170_E_5 173_A_5 198_F_5 300_H_12 391_H_2 392_F_3 431_B_11
D4Mit261	MT4652	Chr4	9.8 F	WC4.5	119_C_6 169_C_1 172_H_9 387_A_2 392_F_3 443_H_2
D4Mit291	MTH1286	Chr4	9.8 F	WC4.5	119_C_6 159_G_8 169_C_1 169_G_4 184_B_2 184_C_2 187_D_7 392_F_3 412_B_5 443_H_2 465_B_2
D4Mit191	MT2086	Chr4	10.9 F		119_E_11 173_F_12 390_C_4
D4Mit98	MPC1687	Chr4	10.9 P	WC4.6	118_B_2 177_A_6 179_H_9 405_H_8 408_H_8 417_A_9 457_E_1
D4Mit97	MPC2172	Chr4	10.9 F	WC4.7	281_F_2 377_C_4 444_F_6 449_H_9 461_F_2 462_G_11
D4Mit192	MT1436	Chr4	10.9 F		187_H_5 361_B_10 421_G_1
D4Mit211	MT2679	Chr4	10.9 F	WC4.8	125_A_12 211_B_7 211_D_12 211_E_11 213_E_2 240_C_1 283_D_10 324_E_2 380_F_1 380_F_2 463_E_9 464_B_12
D4Mit96	MPC472	Chr4	10.9 F	WC4.8	313_F_11 392_H_11 398_E_3 402_A_1
D4Mit150	MT967	Chr4	10.9 F		135_C_8 166_B_7 181_E_7 188_B_10 199_E_8 329_C_5 376_G_8 410_A_1 420_G_11 433_E_1 449_H_6 450_B_6
D4Mit210	MT2930	Chr4	10.9 F	WC4.7	179_E_11 449_H_9 459_D_7 461_F_2 462_G_11
D4Mit171	D1104	Chr4	10.9 F	WC4.6	166_G_7 316_A_6 382_G_4 403_F_10 408_H_8 417_A_9
D4Mit193	MT2479	Chr4	12.0 F	WC4.8	151_A_3 177_A_1 180_B_2 193_B_11 193_E_10 311_F_9 377_F_9 402_A_3 457_H_1
D4Mit267	MT4574	Chr4	12.0 F	WC4.8	151_A_3 177_A_1 193_B_11 193_E_10 305_H_3 311_F_9 343_E_7 456_C_1 457_H_1 464_B_12
D4Mit41	D505	Chr4	14.2 P	WC4.9	121_F_11 217_B_2 286_A_9 324_G_1 449_A_8 87_E_9
D4Mit93	MPC465	Chr4	14.2 F	WC4.8	125_H_6 141_C_1 144_H_1 150_G_6 184_B_1 286_F_9 292_D_1 330_G_11 330_H_3 377_F_11 396_G_10 415_E_5 418_C_6
D4Mit39	B198	Chr4	14.2 F	WC4.9	140_A_4 214_F_4 218_E_12 223_C_4 286_A_9 362_A_7 375_F_4 405_F_9 419_E_12 432_F_3 449_A_8
D4Mit137	MT23	Chr4	14.2 F	WC4.8	125_H_6 128_F_1 132_E_2 144_H_1 299_D_7 350_A_12 356_B_12 356_C_10 360_C_11 450_E_9
D4Mit228	MT3393	Chr4	14.2 F	WC4.8	125_H_6 141_C_1 144_H_1 150_G_6 184_B_1 266_A_12 292_D_1 330_G_11 330_H_3 333_H_7 377_F_11 406_G_9 454_H_12
D4Mit236	MT3846	Chr4	16.4 F	WC4.10	121_A_10 173_F_12 193_A_10 403_E_5 403_F_3 403_G_3 440_H_6 460_C_9
D4Mit194	MT2110	Chr4	16.4 F	WC4.12	117_D_12 125_G_1 159_G_2 170_F_3 178_G_8 184_C_6 307_C_3 325_C_10 349_H_7 402_D_12 410_E_9 458_E_1 458_H_1
D4Mit195	MT2254	Chr4	16.4 F	WC4.11	138_D_8 405_F_8-f 450_D_9
D4Mit319	MTH2335	Chr4	16.4 F	WC4.11	138_D_8 360_G_4 405_F_8-f 450_D_9 452_F_6 456_A_9
D4Mit107	MPC2307	Chr4	16.4 F	WC4.12	125_G_1 178_G_8 184_C_6 296_B_9 307_C_3 326_E_7 410_E_9
D4Mit92	MPC317	Chr4	16.4 F	WC4.11	138_D_8 308_B_10 326_C_9 358_A_5 405_F_8-f 412_A_2 430_A_2 450_D_9
D4Mit4	M31	Chr4	16.4 F	WC4.10	113_C_7 121_E_8 162_F_8 349_E_1 378_E_9 436_A_12
D4Mit213	MT2038	Chr4	17.5 F	WC4.13	119_B_11 168_H_6 278_G_10 300_B_9 386_H_9 465_A_5
D4Mit237	MJ4279	Chr4	17.5 P	WC4.13	120_B_7 158_B_10 282_D_2 349_D_4 349_G_1 386_B_8 405_E_10 427_E_3 429_B_9 433_C_4 450_E_6
D4Mit5	A1	Chr4	18.6 F		123_F_10 124_B_1 124_C_10 135_B_10
D4Mit286	MTH683	Chr4	18.6 F	WC4.13	156_H_2 177_A_2
D4Mit109	MPC2286	Chr4	18.6 F	WC4.13	137_E_3 304_F_10 330_F_7 398_H_3 465_A_5
D4Mit257	MT3534	Chr4	18.6 F	WC4.13	168_H_6 170_A_8 278_G_10 300_B_9 386_G_8 386_H_9 419_B_12
D4Mit21	B304	Chr4	19.7 P	WC4.13	431_A_12 433_C_4 459_F_4
D4Mit268	MT5136	Chr4	21.9 P		308_C_1 405_G_1
D4Mit269	MJ5270	Chr4	21.9 P	WC4.13	457_D_2
D4Mit238	MT3976	Chr4	21.9 F	WC4.13	123_F_10 124_D_3 171_F_10 178_E_2 214_C_5 287_G_8 291_F_8 358_D_1 385_D_11
D4Mit138	MT405	Chr4	21.9 F	WC4.13	124_C_12 124_D_3 214_C_5 256_D_11 283_G_4 287_F_3 396_A_12
D4Mit183	MT1803	Chr4	21.9 P	WC4.13	132_C_10 213_D_4 377_D_9 416_G_3
D4Mit38	A881	Chr4	23.0 F		137_A_8 149_D_6 454_H_7 454_H_8
D4Mit229	MT3489	Chr4	23.0 P	WC4.14	443_H_3 456_F_9
D4Mit112	MMH103	Chr4	24.0 P	WC4.15	173_E_4 188_H_12 281_F_10 449_E_4
D4Mit215	MTH235	Chr4	24.0 P	WC4.15	173_E_4 188_H_12 281_F_10 343_E_5 382_E_10 417_D_3 449_E_4
D4Mit110	MMH163	Chr4	24.0 P	WC4.16	139_E_6 381_F_9 414_B_5 414_C_5 459_A_8
D4Mit239	MT3952	Chr4	24.0 P	WC4.14	144_F_4 147_H_12 159_G_9 212_A_10 215_F_11 288_A_11 352_C_11 362_C_12 376_D_12 379_H_11 393_G_3 409_G_8 415_G_5 456_F_9
D4Mit273	MT4658	Chr4	25.1 F	WC4.17	164_D_10 310_D_2 333_C_7 396_D_1 396_E_8 398_G_8 444_A_12 444_B_11 460_B_11
D4Mit240	MT3965	Chr4	25.1 P	WC4.16	135_D_8 165_G_9 172_F_1 392_F_5 397_F_11 408_G_3 414_G_11 87_B_5
D4Mit320	MTH2240	Chr4	25.1 F	WC4.16	165_G_9 166_H_10 172_F_1 379_H_3 392_F_5 397_F_11 414_G_11
D4Mit163	MMH283	Chr4	25.1 F	WC4.16	135_D_8 316_H_12 335_B_1 397_F_11 414_B_5 414_C_5 414_G_11 436_D_2 87_B_5
D4Mit272	MT4830	Chr4	25.1 F	WC4.16	135_D_8 335_B_1 397_F_11 414_B_5 414_C_5 414_G_11
D4Mit241	MT2141	Chr4	27.3 F		411_B_2 458_E_5
D4Mit140	MT882	Chr4	28.4 F	WC4.18	420_D_6
D4Mit274	MT5189	Chr4	28.4 F	WC4.18	180_G_7 341_G_8 352_G_3 397_A_8 414_E_4 459_D_10
D4Mit295	MTH1347	Chr4	28.4 F	WC4.19	165_G_6 168_A_12 286_F_3 290_G_8 414_F_10
D4Mit197	MT2586	Chr4	28.4 F	WC4.18	420_D_6 463_C_10
D4Mit216	MT3024	Chr4	28.4 P	WC4.19	164_A_7 183_G_2 240_F_2 300_F_3 450_E_11
D4Mit139	MT133	Chr4	28.4 F	WC4.18	180_G_7 304_H_7 304_H_9 332_A_11 332_D_5 352_G_3 387_G_9 397_A_8 398_E_7 420_D_6
D4Mit151	MT1153	Chr4	29.5 P	WC4.19	119_E_4 168_A_12 283_B_3 378_D_9 403_B_9 415_B_3 417_C_2
D4Mit177	MT1115	Chr4	29.5 P	WC4.19	149_E_10 161_A_10 187_E_7 187_E_8 215_C_6 274_C_6 288_D_12 293_A_8 311_F_5 312_G_11 362_C_5
D4Mit17	D1	Chr4	29.5 P	WC4.20	151_A_11 464_E_3
D4Mit164	MT1031	Chr4	29.5 P	WC4.19	136_B_2 185_C_2 357_F_8 362_A_8 403_B_9 408_F_11 417_C_2 426_D_12
D4Mit322	MTH2210	Chr4	30.6 F	WC4.21	123_B_4 125_G_8 158_F_12 168_F_9 309_H_7 417_A_3
D4Mit142	MT508	Chr4	30.6 F	WC4.24	151_G_8 152_C_2 159_A_11 159_E_12 159_G_7 161_H_5 309_E_10 350_E_3 391_H_6 392_E_4 408_H_9 421_A_3 461_C_2 463_A_8
D4Mit44	B692	Chr4	30.6 F	WC4.19	136_B_2 362_A_8 403_B_9 408_F_11 417_C_2 426_D_12
D4Mit243	MT4016	Chr4	30.6 F	WC4.19	136_B_2 344_D_8 362_A_8 378_D_9 403_B_9 408_F_11 417_C_2
D4Mit296	MTH2085	Chr4	30.6 F	WC4.24	148_B_10 156_D_7 200_A_1 308_D_7 350_E_3 392_E_4 424_B_4 433_C_12 433_F_2 441_H_11 461_C_2
D4Mit218	MT2988	Chr4	30.6 F	WC4.20	120_A_4 120_B_3 312_G_2 419_C_2 432_H_5 440_H_3 465_H_4
D4Mit87	MPC239	Chr4	30.6 F	WC4.20	134_H_1 144_D_12 156_H_7 188_D_1 240_E_3 285_C_9 304_B_9 304_C_8 331_G_5 449_E_4 464_E_3 88_H_11
D4Mit178	MT1508	Chr4	30.6 F	WC4.22	215_D_9 457_D_4
D4Mit324	MTH1795	Chr4	30.6 P		305_B_7 358_E_5 418_A_9
D4Mit83	MPC1119	Chr4	30.6 F	WC4.23	132_C_10 170_E_5 288_E_5 376_E_8 389_C_12 441_E_2
D4Mit132	MT351	Chr4	30.6 P	WC4.23	164_A_12 203_F_5 317_G_4 376_E_8 389_C_12
D4Mit346	MT5330	Chr4	30.6 P		179_C_9 214_B_1 214_G_2 214_G_3 282_C_5
D4Mit85	MPC1549	Chr4	30.6 P	WC4.21	123_B_4 158_F_12 309_H_7 424_E_9 427_E_9
D4Mit141	MT117	Chr4	30.6 P	WC4.24	117_E_11 350_E_3 391_H_6 392_E_4 417_B_8 433_C_12 433_F_2 437_D_9
